"entry_date","Source_ID","data_id_code","data_type","band_layer_name","in_class_field_name","in_class_value","in_class_description","in_class_description_detail","out_class_value","efg_code","efg_name","efg_description","get_link","mapping","EFG_out_membership_proportion","crosswalked_by","status","review_needed","reviewed","review_by","GET_version","Comment"
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","32","Prostrate/hemi-prostrate dwarf-shrub, lichen tundra","Hemiprostrate, ericaceous, dwarf-shrub communities in sites with somewhat deeper than average winter snow cover. Zonal vegetation in maritime and acidic portions of bioclimate subzone C, where these communities occupy a large portion of the landscape. This type is common on siliceous bedrock of Svalbard, Greenland, Baffin Island, and Ellesmere Island. Plants cover 40–100% of the surface. The height of the plant canopy is 10–20 cm",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","33","Erect dwarf-shrub, moss tundra","Communities dominated by hemiprostrate and erect dwarf shrubs less than 40 cm tall. This is the zonal vegetation in maritime areas of bioclimate subzone D, on moist to dry acidic soils in Greenland and the Canadian Shield. Drier, lichen-rich dwarf-shrub tundras are common in the Russian Arctic and occur in vegetation complexes with lichen-covered bedrock on the Canadian mainland and Baffin Island. Sedge-tussock understory is common in Beringia. Plant cover is continuous (80–100% in moist areas) to sparse (5–50% on dry ridges).",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","34","Low-shrub, moss tundra","Communities dominated by low shrubs greater than 40 cm tall, often with well-developed peatlands on moist surfaces and including well-drained uplands. Zonal vegetation in warmer and maritime parts of bioclimate subzone E, and common in areas with deep active layers, such as riparian corridors. This unit includes some areas with scattered Pinus pumila “stlaniks” east of the Anadyr River in Chukotka",40,"T6.3","Polar tundra and deserts","Polar tundra and deserts have continuous to sparse cover of cold-tolerant mosses, liverworts, lichens, grasses, low shrubs and other flowering plants. They occur primarily in the Arctic circle, but polar desert is found in dry coastal lowlands of Antarctica. Precipitation falls as snow, with seasonal snow cover limiting the growing season. Extreme cold temperatures and short growing seasons exclude trees, as well as vascular plants in the coldest and driest locations. Permafrost substrates accumulate peat through slow decomposition rates. Migratory birds feed in distant wetlands or open oceans, and contribute nutrients to the system through guano, as well as dispersing seeds and other organisms. Migratory or hibernating mammals include seals, and, in the north, polar bears, foxes and wolves.","https://global-ecosystems.org/explore/groups/T6.3","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","41","Sedge/grass, moss wetland complex","Wetland complexes of bioclimate subzones B and C dominated by sedges, grasses, and mosses. The complexes occur as a mix of wetland vegetation in low, wet areas with many ponds and moist elevated microsites (e.g. map unit G2), associated with patterned ground.",76,"TF1.7","Boreal and temperate fens","Fens occur extensively in boreal-subarctic and cool temperate regions. Like peat bogs, with which they may form mosaics, they have waterlogged organic soils, but they are rich in mineral nutrients and typically neutral or alkaline in pH. The vegetation comprises a low diversity of small plants, fungi and brown mosses, but woody plants are generally absent. They support insects, specialised frogs and some birds. Shallow standing water or permafrost may be present.","https://global-ecosystems.org/explore/groups/TF1.7","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","42","Sedge, moss, dwarf-shrub wetland complex","Wetland complexes of bioclimate subzones C and D, primarily fens with slightly acidic to circumneutral soil pH. Water and moist graminoid, dwarf-shrub, moss tundra (as in map unit G3) are usually present in slightly elevated microsites such as hummocks, strangs in strangmoor complexes, and rims of low-centered ice-wedge polygons.",75,"TF1.6","Boreal, temperate and montane peat bogs","Peat bogs in the boreal-subarctic and temperate areas of the world account for up to 40% of the world’s soil carbon. They are landscape sponges, with highly specialised plant life including shrubs, sedges and mosses equipped to grow in acidic, nutrient-poor, low-oxygen, waterlogged soils. Sphagnum moss and other peat-forming plants are foundational to these ecosystems. Insects are the dominant animal group, along with amphibians, reptiles, rodents and a few visiting birds.","https://global-ecosystems.org/explore/groups/TF1.6","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","43","Sedge, moss, low-shrub wetland complex","Wetland complexes in subzone E, often bog/fen complexes with deep organic soils. Dwarf-shrub or low-shrub tundra (map units S1 or S2) or tussock tundra (map unit G4) are usually present in slightly elevated microsites such as strangs, peat plateaus, and palsas. Includes some saline coastal communities that differ in species composition from the more common freshwater communities described here.",75,"TF1.6","Boreal, temperate and montane peat bogs","Peat bogs in the boreal-subarctic and temperate areas of the world account for up to 40% of the world’s soil carbon. They are landscape sponges, with highly specialised plant life including shrubs, sedges and mosses equipped to grow in acidic, nutrient-poor, low-oxygen, waterlogged soils. Sphagnum moss and other peat-forming plants are foundational to these ecosystems. Insects are the dominant animal group, along with amphibians, reptiles, rodents and a few visiting birds.","https://global-ecosystems.org/explore/groups/TF1.6","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","91","Fresh water","No further information",95,"F2.4","Freeze-thaw freshwater lakes","Many plants and animals survive surface freezing of freshwater lakes, in dormant life stages, by reducing activity beneath the ice, or by moving. Such freshwater lakes vary enormously in size and distribution, providing a wide range of habitats for many organisms, which undergo a succession of emergence during lake thaw. The annual thaw triggers highly productive plant and animal activity, beginning with diatom algae and then zooplankton. Habitat diversity increases with lake size, increasing the variety of plankton, aquatic plants, waterbugs, birds, and sometimes fish.","https://global-ecosystems.org/explore/groups/F2.4","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","92","Salt Water","No further information",0,"NA","NA",NA,NA,"ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","93","Glaciers","No further information",38,"T6.1","Ice sheets, glaciers and perennial snowfields","Found in polar regions and on high mountains, ice sheets, glaciers and perennial snowfields make up around 10% of the earth’s surface. They have very low productivity and diversity in extreme cold conditions. Nutrients are in short supply, and generally come from glacial debris, seawater or guano. At the base of simple foodwebs, micro-organisms such as bacteria, viruses and algae are the dominant life forms, although itinerant vertebrates make important contributions to nutrient and carbon subsidies. Micro-organisms are often dispersed by wind, and accumulate organic matter at the surface, fuelling microbial activity both at the surface, and below the ice. Productivity is restricted to summer months, when migratory birds and mammals visit.","https://global-ecosystems.org/explore/groups/T6.1","ValueToValue",,"David_Keith","final",,TRUE,"David_Keith",2.1,NA
"2024/03/21 00:00:00",1,"uf_arctic_veg_2022","raster","See Staff Notes","Raster code","99","N/A","N/A",0,"NA","NA",NA,NA,"N/A",,"N/A","final",,TRUE,"David_Keith",2.1,NA
