"entry_date","Source_ID","data_id_code","data_type","band_layer_name","in_class_field_name","in_class_value","in_class_description","in_class_description_detail","out_class_value","efg_code","efg_name","efg_description","get_link","mapping","EFG_out_membership_proportion","crosswalked_by","status","review_needed","reviewed","review_by","GET_version","Comment","crosswalk_acknowledgement"
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","52","Stuifzand","Driftsand",18,"T3.3","Cool temperate heathlands","In cool temperate, humid, maritime environments, a dense cover of low shrubs with small tough leaves is interspersed with grasses and ferns. Cold temperatures and low-fertility acid soils limit productivity, with wet subsoils limiting decomposition so that organic matter accumulates. Low intensity fires may occur in the warmer months. Browsing mammals, such as rabbits and deer, bring nutrients from more productive systems and maintain the shrubby composition. Canids and raptors are common predators of ground-nesting birds and rodents, in a relatively simple foodweb.","https://global-ecosystems.org/explore/groups/T3.3","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","71","Voedselarm ven en moerasgebied","Bogs",75,"TF1.6","Boreal, temperate and montane peat bogs","Peat bogs in the boreal-subarctic and temperate areas of the world account for up to 40% of the world’s soil carbon. They are landscape sponges, with highly specialised plant life including shrubs, sedges and mosses equipped to grow in acidic, nutrient-poor, low-oxygen, waterlogged soils. Sphagnum moss and other peat-forming plants are foundational to these ecosystems. Insects are the dominant animal group, along with amphibians, reptiles, rodents and a few visiting birds.","https://global-ecosystems.org/explore/groups/TF1.6","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","72","Voedselrijk ven en moerasgebied","Eutrophe and mesotrophe fens",76,"TF1.7","Boreal and temperate fens","Fens occur extensively in boreal-subarctic and cool temperate regions. Like peat bogs, with which they may form mosaics, they have waterlogged organic soils, but they are rich in mineral nutrients and typically neutral or alkaline in pH. The vegetation comprises a low diversity of small plants, fungi and brown mosses, but woody plants are generally absent. They support insects, specialised frogs and some birds. Shallow standing water or permafrost may be present.","https://global-ecosystems.org/explore/groups/TF1.7","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","81","Rivieren en kanalen","Rivers and canals",82,"F1.2","Permanent lowland rivers","Lowland rivers with slow continuous flows up to 10,000m3/s are common at low elevations throughout tropical and temperate parts of the world. These are productive ecosystems with major energy and fine sediment inputs from floodplains and upper catchments. Zooplankton can be abundant, along with aquatic plants and diverse communities of fish able to tolerate a range of temperatures and oxygen concentrations, as well as reptiles, birds, and mammals that depend wholly or partly on lowland lotic aquatic habitats.","https://global-ecosystems.org/explore/groups/F1.2","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","91","Meren en reservoirs","Lakes and reservoirs",93,"F2.2","Small permanent freshwater lakes","With a surface area of up to 100 km2, the diversity of small permanent lakes, ponds and pools depends on their size, depth and connectivity. Littoral vegetation and benthic energy pathways are critical to productivity and food web complexity. Deep lakes have plankton, supporting fish, birds and frogs, in different habitats of the lake. Shallow lakes are often more productive, providing breeding habitat for birds, frogs and reptiles, but limited buffering against nutrient inputs may result in regime shifts between alternative stable states dominated either by large aquatic plants or phytoplankton.","https://global-ecosystems.org/explore/groups/F2.2","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","111","Duin en strand","Coastal dunes and beaches",255,"NA","No Data","No Data",NA,"ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","112","Kwelder","Coastal salt marshes",170,"MFT1.3","Coastal saltmarshes and reedbeds","Coastal salt marshes and reedbeds are mosaics of salt-tolerant grasses and low, typically succulent shrubs. structured by strong gradients of salinity and tidal influence. Salts may approach hypersaline levels near the limit of high spring tides, especially in the tropics. As well as larger plants, algal mats and phytoplankton contribute to productivity, while freshwater run-off and tides bring organic material and nutrients. Bacteria and fungi decompose biomass in oxygen-poor subsoils, and support a range of crustaceans, worms, snails and small fish. Shorebirds breed and forage in saltmarshes, with migratory species dispersing plants and animals.","https://global-ecosystems.org/explore/groups/MFT1.3","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","121","Marien, estuaria en getijdengebied","Marine and transitional waters",255,"NA","No Data","No Data",NA,"ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","1011","Bebouwd gebied","Settlement area",49,"T7.4","Urban and industrial ecosystems","Cities, smaller settlements and industrial areas are structurally complex ecosystems and characterised by their highly dynamic spatial structure. Diverse patch types include buildings, paved surfaces, transport infrastructure, parks and gardens; excavations, bare ground and refuse areas. Patches undergo periodic destruction and renewal. Human population density is high, relative to other ecosystems, and dependent on large subsidies of imported resources (particularly water, nutrients and food). Interactions among patch types and human social behaviours produce emergent properties and complex feedbacks among ecosystem components.","https://global-ecosystems.org/explore/groups/T7.4","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","1012","Infrastructuur","Infrastructure",49,"T7.4","Urban and industrial ecosystems","Cities, smaller settlements and industrial areas are structurally complex ecosystems and characterised by their highly dynamic spatial structure. Diverse patch types include buildings, paved surfaces, transport infrastructure, parks and gardens; excavations, bare ground and refuse areas. Patches undergo periodic destruction and renewal. Human population density is high, relative to other ecosystems, and dependent on large subsidies of imported resources (particularly water, nutrients and food). Interactions among patch types and human social behaviours produce emergent properties and complex feedbacks among ecosystem components.","https://global-ecosystems.org/explore/groups/T7.4","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","1021","Stedelijk groen","Urban greenspace",49,"T7.4","Urban and industrial ecosystems","Cities, smaller settlements and industrial areas are structurally complex ecosystems and characterised by their highly dynamic spatial structure. Diverse patch types include buildings, paved surfaces, transport infrastructure, parks and gardens; excavations, bare ground and refuse areas. Patches undergo periodic destruction and renewal. Human population density is high, relative to other ecosystems, and dependent on large subsidies of imported resources (particularly water, nutrients and food). Interactions among patch types and human social behaviours produce emergent properties and complex feedbacks among ecosystem components.","https://global-ecosystems.org/explore/groups/T7.4","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","1022","Recreatie en (semi-)openbaar groen","Sports and recreation sites",49,"T7.4","Urban and industrial ecosystems","Cities, smaller settlements and industrial areas are structurally complex ecosystems and characterised by their highly dynamic spatial structure. Diverse patch types include buildings, paved surfaces, transport infrastructure, parks and gardens; excavations, bare ground and refuse areas. Patches undergo periodic destruction and renewal. Human population density is high, relative to other ecosystems, and dependent on large subsidies of imported resources (particularly water, nutrients and food). Interactions among patch types and human social behaviours produce emergent properties and complex feedbacks among ecosystem components.","https://global-ecosystems.org/explore/groups/T7.4","ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
"2024/09/04 00:00:00",68,"cbs_neth_eco_2022","raster","ESTK_NL_2022_10m_raster.tif_Band_1","raster code","0","Buiten NL","Outside NL",0,"0","No Data","No Data",NA,"ValueToValue",,"Frank_Prins","Final",,NA,NA,2.1,NA,NA
